SHIP,CRUISE,STATION,CAST,CTD_CAST,LONGITUDE,LATITUDE,YEAR,MONTH,DAY,TIMEHR,TIMEMIN,DEPTH,SALA,PHNBS,PHTOTAL,DOMM,DOML,NTRA,PHOS,SLCA,NTRI,AMON,CHLA,POC,PON,DOC,DIC,ALK
OR1,1034,SEATS,4,,116,18,2013,4,22,5,59,150,34.58103992,,,142,,12.35,0.88,14.38,0.02,,0.02,,,,,
OR1,1034,SEATS,4,,116,18,2013,4,22,5,59,200,34.55468113,,,134,,14.42,1.18,20.93,0.01,,0,,,,,
OR1,1034,SEATS,5,S15D5,115.9995,17.9997,2013,4,22,10,6,5,33.4944962,,,206,,0,0.01,2.58,0,,0.1,,,,,
OR1,1034,SEATS,5,,115.9995,17.9997,2013,4,22,10,6,10,33.50258624,,,205,,0,0.02,2.51,0,,0.01,,,,,
OR1,1034,SEATS,5,,115.9995,17.9997,2013,4,22,10,6,20,33.46350895,,,212,,0,0.02,4.93,0,,0.07,,,,,
OR1,1034,SEATS,5,,115.9995,17.9997,2013,4,22,10,6,30,33.52444395,,,218,,0,0.01,2.62,,,0.12,,,,,
OR1,1034,SEATS,5,,115.9995,17.9997,2013,4,22,10,6,50,33.73164901,,,216,,0,0.02,2.52,0.01,,0.23,,,,,
OR1,1034,SEATS,5,,115.9995,17.9997,2013,4,22,10,6,80,34.145093,,,210,,5.43,0.38,6.4,0.13,,0.35,,,,,
OR1,1034,SEATS,5,,115.9995,17.9997,2013,4,22,10,6,100,34.32971379,,,174,,6.39,0.46,8.67,0.05,,0.11,,,,,
OR1,1034,SEATS,5,,115.9995,17.9997,2013,4,22,10,6,150,34.57979403,,,140,,14.05,0.95,18.14,0.01,,0,,,,,
OR1,1034,SEATS,5,,115.9995,17.9997,2013,4,22,10,6,200,34.5397328,,,135,,16.6,1.23,23.4,0.01,,0,,,,,
OR1,1034,SEATS,6,S15D6,115.9997,17.9998,2013,4,22,13,1,5,33.46187817,,,208,,0,0.01,2.69,0.01,,0.09,,,,,
OR1,1034,SEATS,6,,115.9997,17.9998,2013,4,22,13,1,10,33.67548658,,,209,,0,0.01,4.13,0,,0.09,,,,,
OR1,1034,SEATS,6,,115.9997,17.9998,2013,4,22,13,1,20,33.48014365,,,212,,0,0.01,2.5,0,,0.07,,,,,
OR1,1034,SEATS,6,,115.9997,17.9998,2013,4,22,13,1,30,33.53984356,,,216,,0,0.03,2.6,0,,0.1,,,,,
OR1,1034,SEATS,6,,115.9997,17.9998,2013,4,22,13,1,50,33.88218496,,,222,,0,0.04,2.92,0.01,,0.31,,,,,
OR1,1034,SEATS,6,,115.9997,17.9998,2013,4,22,13,1,80,34.19804065,,,169,,6.55,0.46,6.92,0.12,,0.34,,,,,
OR1,1034,SEATS,6,,115.9997,17.9998,2013,4,22,13,1,100,34.36233355,,,170,,7.36,0.53,7.88,0.04,,0.12,,,,,
OR1,1034,SEATS,6,,115.9997,17.9998,2013,4,22,13,1,150,34.57454827,,,154,,14.3,0.96,16.51,0.01,,0.01,,,,,
OR1,1034,SEATS,6,,115.9997,17.9998,2013,4,22,13,1,200,34.5424208,,,142,,17.34,1.21,22.52,,,0,,,,,
OR1,1034,SEATS,7,S15D7,115.9998,17.9997,2013,4,22,16,2,5,33.45320262,,,207,,0,0.01,2.55,0.01,,0.07,,,,,
OR1,1034,SEATS,7,,115.9998,17.9997,2013,4,22,16,2,10,33.44550581,,,208,,0,0.03,2.49,0.04,,0.08,,,,,
OR1,1034,SEATS,7,,115.9998,17.9997,2013,4,22,16,2,20,33.46951034,,,210,,0,0.01,2.43,0,,0.07,,,,,
OR1,1034,SEATS,7,,115.9998,17.9997,2013,4,22,16,2,30,33.47479431,,,211,,0,0.02,2.5,0,,0.08,,,,,
OR1,1034,SEATS,7,,115.9998,17.9997,2013,4,22,16,2,50,33.72459524,,,217,,0,0.02,2.5,0.01,,0.16,,,,,
OR1,1034,SEATS,7,,115.9998,17.9997,2013,4,22,16,2,80,34.09111165,,,197,,3.32,0.23,4.78,0.17,,0.56,,,,,
OR1,1034,SEATS,7,,115.9998,17.9997,2013,4,22,16,2,100,34.40183759,,,163,,8.33,0.54,8.62,0.04,,0.09,,,,,
OR1,1034,SEATS,7,,115.9998,17.9997,2013,4,22,16,2,150,34.57251558,,,138,,14.71,0.99,17.13,0.01,,0,,,,,
OR1,1034,SEATS,7,,115.9998,17.9997,2013,4,22,16,2,200,34.53874939,,,135,,16.57,1.24,23.66,0.01,,0,,,,,
OR1,1034,SEATS,9,S15D9,115.9997,17.9995,2013,4,22,22,9,5,33.41902569,,,205,,0,0.01,2.65,0,,0.05,,,,,
OR1,1034,SEATS,9,,115.9997,17.9995,2013,4,22,22,9,10,33.41641699,,,206,,0,0.01,2.96,0.33,,0.04,,,,,
OR1,1034,SEATS,9,,115.9997,17.9995,2013,4,22,22,9,20,33.42717808,,,207,,0,0.01,2.66,0.01,,0.04,,,,,
OR1,1034,SEATS,9,,115.9997,17.9995,2013,4,22,22,9,30,33.45150669,,,209,,0,0.01,2.52,0,,0.05,,,,,
OR1,1034,SEATS,9,,115.9997,17.9995,2013,4,22,22,9,50,33.7146028,,,214,,0.07,0.03,2.71,,,0.14,,,,,
OR1,1034,SEATS,9,,115.9997,17.9995,2013,4,22,22,9,80,34.14620549,,,188,,3.81,0.27,5.17,0.11,,0.46,,,,,
OR1,1034,SEATS,9,,115.9997,17.9995,2013,4,22,22,9,100,34.2191841,,,186,,4.18,0.35,7.03,0.08,,0.03,,,,,
OR1,1034,SEATS,9,,115.9997,17.9995,2013,4,22,22,9,150,34.57507284,,,137,,14.62,0.98,17.12,0.02,,0,,,,,
OR1,1034,SEATS,9,,115.9997,17.9995,2013,4,22,22,9,200,34.58379401,,,136,,17.27,1.2,23.14,0.01,,0,,,,,
OR1,1034,SEATS,10,S15D10,115.9995,17.9998,2013,4,23,0,33,1800,34.71793455,,,106,,38.36,2.85,139.92,0.01,,,,,,,
OR1,1034,SEATS,10,,115.9995,17.9998,2013,4,23,0,33,2000,34.51750892,,,118,,30.93,,,0.02,,,,,,,
OR1,1034,SEATS,10,,115.9995,17.9998,2013,4,23,0,33,2500,34.62327316,,,116,,37.42,2.89,141.88,0.02,,,,,,,
OR1,1034,SEATS,10,,115.9995,17.9998,2013,4,23,0,33,3000,34.62268289,,,118,,38.38,2.88,139.82,0.02,,,,,,,
OR1,1034,SEATS,10,,115.9995,17.9998,2013,4,23,0,33,3500,34.62228937,,,118,,38.52,2.85,139.38,0.02,,,,,,,
OR1,1034,SEATS,11,S15D11,115.9998,17.9997,2013,4,23,4,3,500,34.42830871,,,98,,29.9,2.24,66.41,0.02,,,,,,,
OR1,1034,SEATS,11,,115.9998,17.9997,2013,4,23,4,3,600,34.43761369,,,93,,32.84,2.31,75.58,0.01,,,,,,,
OR1,1034,SEATS,11,,115.9998,17.9997,2013,4,23,4,3,800,34.48696302,,,89,,36.73,2.67,98.57,0.02,,,,,,,
OR1,1034,SEATS,11,,115.9998,17.9997,2013,4,23,4,3,1000,34.52891558,,,94,,37.05,2.78,115.07,,,,,,,,
OR1,1034,SEATS,11,,115.9998,17.9997,2013,4,23,4,3,1200,34.56327033,,,97,,37.1,2.86,126.8,0.02,,,,,,,
OR1,1034,SEATS,11,,115.9998,17.9997,2013,4,23,4,3,1400,34.58989247,,,97,,37.97,2.87,136.94,0.02,,,,,,,
OR1,1034,SEATS,11,,115.9998,17.9997,2013,4,23,4,3,1600,34.60372942,,,103,,38.46,2.86,138.41,0.01,,,,,,,
OR1,1034,SEATS,12,S15D12,115.9998,17.9998,2013,4,23,6,33,5,33.40526516,,,206,,0,0,3.11,0.01,,0.06,,,,,
OR1,1034,SEATS,12,,115.9998,17.9998,2013,4,23,6,33,10,33.40572166,,,206,,0,0,2.62,0,,0.07,,,,,
OR1,1034,SEATS,12,,115.9998,17.9998,2013,4,23,6,33,20,33.52274745,,,206,,0,0.01,2.64,0,,0.04,,,,,
OR1,1034,SEATS,12,,115.9998,17.9998,2013,4,23,6,33,50,33.7232237,,,217,,0,0.02,2.86,0.01,,0.16,,,,,
OR1,1034,SEATS,12,,115.9998,17.9998,2013,4,23,6,33,80,34.09536423,,,196,,3.19,0.23,4.82,0.14,,0.5,,,,,
OR1,1034,SEATS,12,,115.9998,17.9998,2013,4,23,6,33,100,34.18619338,,,190,,3.74,0.33,6.07,0.09,,0.19,,,,,
OR1,1034,SEATS,12,,115.9998,17.9998,2013,4,23,6,33,150,34.57822029,,,140,,13.39,0.85,14.28,0.02,,0.01,,,,,
OR1,1034,SEATS,12,,115.9998,17.9998,2013,4,23,6,33,200,34.55402548,,,137,,16.15,1.13,20.9,0.01,,0,,,,,
OR1,1034,SEATS,12,,115.9998,17.9998,2013,4,23,6,33,300,34.45917396,,,129,,21.41,1.56,37.12,0,,,,,,,
OR1,1034,SEATS,12,,115.9998,17.9998,2013,4,23,6,33,400,34.42798108,,,113,,26.88,2.02,52.59,0,,,,,,,
OR1,1053,SEATS,1,,116,18,2013,10,16,0,0,5,33.3015844,,,206,,0,0.01,2.75,0,,0.1,,,,,
OR1,1053,SEATS,1,,116,18,2013,10,16,0,0,10,33.2991108,,,207,,0,0.02,2.67,0,,0.11,,,,,
OR1,1053,SEATS,1,,116,18,2013,10,16,0,0,20,33.29865514,,,206,,0,0,2.62,0.02,,0.12,,,,,
OR1,1053,SEATS,1,,116,18,2013,10,16,0,0,30,33.30230045,,,205,,0,0.01,2.58,0,,0.13,,,,,
OR1,1053,SEATS,1,,116,18,2013,10,16,0,0,50,33.66166678,,,204,,0.08,0.04,3.14,0.01,,0.31,,,,,
OR1,1053,SEATS,1,,116,18,2013,10,16,0,0,80,34.40248066,,,140,,9.62,0.74,11.87,0.05,,0.22,,,,,
OR1,1053,SEATS,1,,116,18,2013,10,16,0,0,100,34.46942351,,,135,,10.33,0.82,14.18,0.03,,0,,,,,
OR1,1053,SEATS,2,,116,18,2013,10,16,6,30,150,34.58274323,,,131,,14.16,1.08,19.04,0.01,,0,,,,,
OR1,1053,SEATS,2,,116,18,2013,10,16,6,30,200,34.27748427,,,148,,,,,,,0.06,,,,,
OR1,1053,SEATS,2,,116,18,2013,10,16,6,30,300,34.46058823,,,114,,22.51,1.61,40.61,0.01,,,,,,,
OR1,1053,SEATS,2,,116,18,2013,10,16,6,30,400,34.43585135,,,106,,23.63,1.91,51.93,0,,,,,,,
OR1,1053,SEATS,2,,116,18,2013,10,16,6,30,500,34.42721374,,,101,,27.77,2.05,62.34,0.01,,,,,,,
OR1,1053,SEATS,3,,116,18,2013,10,16,8,0,5,33.28843558,,,206,,0,0.01,2.87,0.01,,0.11,,,,,
OR1,1053,SEATS,3,,116,18,2013,10,16,8,0,10,33.34149145,,,206,,0,0.01,2.54,0.01,,0.12,,,,,
OR1,1053,SEATS,3,,116,18,2013,10,16,8,0,20,33.41637786,,,205,,0,0.01,2.56,0.01,,0.17,,,,,
OR1,1053,SEATS,3,,116,18,2013,10,16,8,0,30,34.11688033,,,192,,0.94,0.19,4.23,0.22,,0.14,,,,,
OR1,1053,SEATS,3,,116,18,2013,10,16,8,0,50,34.12158498,,,192,,0.77,0.19,4.23,0.22,,0.64,,,,,
OR1,1053,SEATS,3,,116,18,2013,10,16,8,0,80,34.47662289,,,137,,9.8,0.75,15.43,0.05,,0.19,,,,,
OR1,1053,SEATS,3,,116,18,2013,10,16,8,0,100,34.50974312,,,129,,11.04,0.91,15.33,0.02,,0.07,,,,,
OR1,1053,SEATS,5,,116,18,2013,10,16,11,0,5,33.29077887,,,206,,0,0.04,2.57,0,,0.09,,,,,
OR1,1053,SEATS,5,,116,18,2013,10,16,11,0,10,33.29299201,,,206,,0,0.01,2.54,0,,0.09,,,,,
OR1,1053,SEATS,5,,116,18,2013,10,16,11,0,20,33.29273164,,,205,,0,0,2.57,0.01,,0.11,,,,,
OR1,1053,SEATS,5,,116,18,2013,10,16,11,0,30,33.29930608,,,204,,0,0.02,2.54,0,,0.15,,,,,
OR1,1053,SEATS,5,,116,18,2013,10,16,11,0,50,34.02613975,,,196,,0.55,0.12,3.89,0.07,,0.47,,,,,
OR1,1053,SEATS,5,,116,18,2013,10,16,11,0,80,34.3567515,,,138,,8.55,0.69,11.37,0.06,,0.25,,,,,
OR1,1053,SEATS,5,,116,18,2013,10,16,11,0,100,34.47636109,,,131,,11.7,0.87,15.73,0.03,,0.05,,,,,
OR1,1053,SEATS,5,,116,18,2013,10,16,11,0,150,34.55668298,,,131,,15.06,1.06,20.24,0.01,,0,,,,,
OR1,1053,SEATS,5,,116,18,2013,10,16,11,0,200,34.51183785,,,133,,16.68,1.24,27.91,0.01,,0,,,,,
OR1,1053,SEATS,6,,116,18,2013,10,16,14,0,5,33.29019305,,,205,,0,0.01,3.32,0,,0.09,,,,,
OR1,1053,SEATS,6,,116,18,2013,10,16,14,0,10,33.28850067,,,205,,0,0.01,2.78,0,,0.1,,,,,
OR1,1053,SEATS,6,,116,18,2013,10,16,14,0,20,33.29149489,,,205,,0,0,2.69,0,,0.1,,,,,
OR1,1053,SEATS,6,,116,18,2013,10,16,14,0,30,33.29624666,,,205,,0,0.01,2.59,0,,0.08,,,,,
OR1,1053,SEATS,6,,116,18,2013,10,16,14,0,50,34.09139857,,,192,,1.44,0.18,4.28,0.16,,0.58,,,,,
OR1,1053,SEATS,6,,116,18,2013,10,16,14,0,80,34.46228981,,,132,,11.45,0.8,22.57,0.03,,0.08,,,,,
OR1,1053,SEATS,6,,116,18,2013,10,16,14,0,100,34.51144508,,,124,,,0.93,16.57,0.02,,0.02,,,,,
OR1,1053,SEATS,7,,116,18,2013,10,16,17,0,5,33.29370803,,,205,,0,0,,0,,0.11,,,,,
OR1,1053,SEATS,7,,116,18,2013,10,16,17,0,10,33.29514007,,,204,,0,0.01,2.66,0,,0.11,,,,,
OR1,1053,SEATS,7,,116,18,2013,10,16,17,0,20,33.29429386,,,204,,0,0,2.61,0,,0.1,,,,,
OR1,1053,SEATS,7,,116,18,2013,10,16,17,0,30,33.31701251,,,204,,0,0.01,2.73,0,,0.13,,,,,
OR1,1053,SEATS,7,,116,18,2013,10,16,17,0,50,34.10008817,,,185,,1.95,0.21,4.96,0.15,,0.19,,,,,
OR1,1053,SEATS,7,,116,18,2013,10,16,17,0,80,33.76673635,,,177,,3.9,0.29,6.56,0.02,,0.07,,,,,
OR1,1053,SEATS,7,,116,18,2013,10,16,17,0,100,34.51602736,,,127,,12.98,0.94,19.82,0.03,,0.02,,,,,
OR1,1053,SEATS,7,,116,18,2013,10,16,17,0,150,34.53173878,,,147,,13.92,1.07,21.13,0.01,,0,,,,,
OR1,1053,SEATS,7,,116,18,2013,10,16,17,0,200,34.50496459,,,134,,16.44,1.34,29.08,0.01,,0,,,,,
OR1,1060,SEATS,1,,116,18,2013,12,15,16,54,800,34.46474704,,,93,,35.17,2.57,88.52,0.01,,,,,,,
OR1,1060,SEATS,1,,116,18,2013,12,15,16,54,1000,34.51866499,,,92,,36.21,2.7,110.3,0.01,,,,,,,
OR1,1060,SEATS,1,,116,18,2013,12,15,16,54,1200,34.55867082,,,97,,,2.76,123.55,0.02,,,,,,,
OR1,1060,SEATS,1,,116,18,2013,12,15,16,54,1400,34.58358008,,,106,,37.09,2.76,130.82,0.01,,,,,,,
OR1,1060,SEATS,1,,116,18,2013,12,15,16,54,1600,34.60025321,,,111,,,2.76,133.5,0.01,,,,,,,
OR1,1060,SEATS,1,,116,18,2013,12,15,16,54,1800,34.60829599,,,113,,37.55,2.79,136.18,0.01,,,,,,,
OR1,1060,SEATS,1,,116,18,2013,12,15,16,54,2000,34.62196285,,,115,,37.86,2.79,139.25,0.02,,,,,,,
OR1,1060,SEATS,1,,116,18,2013,12,15,16,54,2500,34.62091655,,,116,,38.05,2.79,137.99,0.01,,,,,,,
OR1,1060,SEATS,1,,116,18,2013,12,15,16,54,3000,34.63085657,,,118,,38.09,2.81,140.07,0.01,,,,,,,
OR1,1060,SEATS,1,,116,18,2013,12,15,16,54,3500,34.61320027,,,118,,38.18,2.83,133.75,0.01,,,,,,,
OR1,1060,SEATS,2,,116,18,2013,12,15,21,6,10,33.96886458,,,215,,0,0.05,1.83,0.01,,,,,,,
OR1,1060,SEATS,2,,116,18,2013,12,15,21,6,20,33.96762579,,,216,,0,0.05,1.82,0.01,,,,,,,
OR1,1060,SEATS,2,,116,18,2013,12,15,21,6,50,33.98405666,,,212,,0,0.07,1.9,0.03,,,,,,,
OR1,1060,SEATS,2,,116,18,2013,12,15,21,6,80,34.16631323,,,132,,8.48,0.67,9.71,0.07,,,,,,,
OR1,1060,SEATS,2,,116,18,2013,12,15,21,6,100,34.35675477,,,115,,12.35,0.93,13.85,0.03,,,,,,,
OR1,1060,SEATS,2,,116,18,2013,12,15,21,6,150,34.57390371,,,135,,13.93,1.02,17.51,0.01,,,,,,,
OR1,1060,SEATS,2,,116,18,2013,12,15,21,6,200,34.5227829,,,134,,17.11,1.28,25.63,0.01,,,,,,,
OR1,1060,SEATS,2,,116,18,2013,12,15,21,6,300,34.45501054,,,118,,20.99,1.62,42.06,0.01,,,,,,,
OR1,1060,SEATS,2,,116,18,2013,12,15,21,6,400,34.43266395,,,105,,28.89,1.97,55.85,0.02,,,,,,,
OR1,1060,SEATS,2,,116,18,2013,12,15,21,6,500,34.43109586,,,101,,28.7,,62.63,0.01,,,,,,,
OR1,1060,SEATS,2,,116,18,2013,12,15,21,6,600,34.43201058,,,98,,32.05,2.32,70.07,0,,,,,,,
OR1,1060,SEATS,4,,116,18,2013,12,16,0,2,10,33.97303741,,,214,,0,0.06,1.86,0,,,,,,,
OR1,1060,SEATS,4,,116,18,2013,12,16,0,2,30,33.97381982,,,214,,0,0.05,1.92,0.01,,,,,,,
OR1,1060,SEATS,4,,116,18,2013,12,16,0,2,50,33.97779713,,,209,,0,0.06,2.01,0.02,,,,,,,
OR1,1060,SEATS,4,,116,18,2013,12,16,0,2,80,34.150717,,,135,,7.42,0.61,8.99,0.09,,,,,,,
OR1,1060,SEATS,4,,116,18,2013,12,16,0,2,100,,,,,,,,,,,,,,,,
OR1,1060,SEATS,4,,116,18,2013,12,16,0,2,150,34.56599294,,,135,,14.8,1.06,18.25,0.01,,,,,,,
OR1,1060,SEATS,4,,116,18,2013,12,16,0,2,200,34.51761918,,,133,,17.11,1.27,26,0.01,,,,,,,
OR1,1060,SEATS,4,,116,18,2013,12,16,0,2,1000,34.5211488,,,93,,36.06,2.66,109.34,0.01,,,,,,,
OR1,1060,SEATS,5,,116,18,2013,12,16,3,1,10,33.96919058,,,216,,0,0.06,1.77,0,,,,,,,
OR1,1060,SEATS,5,,116,18,2013,12,16,3,1,30,33.97714511,,,214,,0,0.05,1.91,0.01,,,,,,,
OR1,1060,SEATS,5,,116,18,2013,12,16,3,1,50,33.97323301,,,210,,0,0.05,1.9,0.01,,,,,,,
OR1,1060,SEATS,5,,116,18,2013,12,16,3,1,80,34.39085187,,,131,,7.92,0.62,9.04,0.09,,,,,,,
OR1,1060,SEATS,5,,116,18,2013,12,16,3,1,100,34.35309716,,,116,,12.66,0.89,13.64,0.03,,,,,,,
OR1,1060,SEATS,5,,116,18,2013,12,16,3,1,150,34.56677747,,,134,,14.12,1.02,18.35,0.01,,,,,,,
OR1,1060,SEATS,5,,116,18,2013,12,16,3,1,200,34.54644605,,,133,,15.96,,25.86,0,,,,,,,
OR1,1060,SEATS,5,,116,18,2013,12,16,3,1,1000,34.52428629,,,92,,36.85,2.69,112.82,0.01,,,,,,,
OR1,1060,SEATS,7,,116,18,2013,12,16,6,0,10,33.97649309,,,213,,0,0.08,1.94,0,,,,,,,
OR1,1060,SEATS,7,,116,18,2013,12,16,6,0,30,33.97577587,,,214,,0,0.08,2.06,0.01,,,,,,,
OR1,1060,SEATS,7,,116,18,2013,12,16,6,0,50,33.98542595,,,212,,0,0.09,2.09,0.01,,,,,,,
OR1,1060,SEATS,7,,116,18,2013,12,16,6,0,80,34.17440543,,,126,,8.92,0.64,10,0.06,,,,,,,
OR1,1060,SEATS,7,,116,18,2013,12,16,6,0,100,34.37236562,,,114,,11.45,0.92,14.01,0.02,,,,,,,
OR1,1060,SEATS,7,,116,18,2013,12,16,6,0,150,34.57736885,,,135,,12.84,0.99,16.54,0.02,,,,,,,
OR1,1060,SEATS,7,,116,18,2013,12,16,6,0,200,34.52513603,,,133,,16.91,1.25,25.46,0.01,,,,,,,
OR1,1060,SEATS,8,,116,18,2013,12,16,9,0,10,33.96286628,,,214,,0,0.07,1.98,0.01,,,,,,,
OR1,1060,SEATS,8,,116,18,2013,12,16,9,0,30,33.95517305,,,214,,0,0.05,1.96,0,,,,,,,
OR1,1060,SEATS,8,,116,18,2013,12,16,9,0,50,33.94265583,,,212,,0,0.08,2.04,0.02,,,,,,,
OR1,1060,SEATS,8,,116,18,2013,12,16,9,0,80,34.13557862,,,131,,7.88,0.63,9.32,0.08,,,,,,,
OR1,1060,SEATS,8,,116,18,2013,12,16,9,0,100,34.40359065,,,115,,13.14,0.93,14.08,0.02,,,,,,,
OR1,1060,SEATS,8,,116,18,2013,12,16,9,0,150,34.57521131,,,134,,14,1,16.81,0.01,,,,,,,
OR1,1060,SEATS,8,,116,18,2013,12,16,9,0,200,34.54455029,,,133,,17.35,1.16,22.75,0.01,,,,,,,
OR1,1060,SEATS,10,,116,18,2013,12,16,12,0,10,33.95582501,,,214,,0,0.08,1.94,0.01,,,,,,,
OR1,1060,SEATS,10,,116,18,2013,12,16,12,0,30,33.96697379,,,212,,0,0.14,1.97,0.01,,,,,,,
OR1,1060,SEATS,10,,116,18,2013,12,16,12,0,50,33.96247509,,,211,,1.91,0.05,1.98,0.02,,,,,,,
OR1,1060,SEATS,10,,116,18,2013,12,16,12,0,80,34.04424851,,,161,,4.28,0.4,6.22,0.22,,,,,,,
OR1,1060,SEATS,10,,116,18,2013,12,16,12,0,100,34.44494776,,,116,,12.13,0.85,12.98,0.03,,,,,,,
OR1,1060,SEATS,10,,116,18,2013,12,16,12,0,150,34.5799187,,,133,,13.09,0.99,16.1,0.01,,,,,,,
OR1,1060,SEATS,10,,116,18,2013,12,16,12,0,200,34.52487457,,,132,,17.29,1.27,25.5,0.01,,,,,,,
OR1,1060,SEATS,10,,116,18,2013,12,16,12,0,1000,34.52892723,,,92,,36.59,2.71,111.77,0.01,,,,,,,
OR1,1060,SEATS,11,,116,18,2013,12,16,15,1,10,33.96879938,,,216,,0,0.05,1.83,0.01,,,,,,,
OR1,1060,SEATS,11,,116,18,2013,12,16,15,1,30,33.95895443,,,213,,0,0.06,1.86,0.01,,,,,,,
OR1,1060,SEATS,11,,116,18,2013,12,16,15,1,50,33.95008784,,,164,,0,0.05,1.91,0.01,,,,,,,
OR1,1060,SEATS,11,,116,18,2013,12,16,15,1,80,34.02559575,,,134,,3.69,0.38,6.16,0.26,,,,,,,
OR1,1060,SEATS,11,,116,18,2013,12,16,15,1,100,34.38412348,,,122,,12.35,0.84,12.82,0.03,,,,,,,
OR1,1060,SEATS,11,,116,18,2013,12,16,15,1,150,34.58318779,,,137,,13.61,0.99,17.24,0.01,,,,,,,
OR1,1060,SEATS,11,,116,18,2013,12,16,15,1,200,34.52082198,,,134,,17.6,1.3,27.14,0.01,,,,,,,
OR1,1060,SEATS,13,,116,18,2013,12,16,17,59,10,33.95530344,,,212,,0,0.06,1.83,0,,,,,,,
OR1,1060,SEATS,13,,116,18,2013,12,16,17,59,30,33.94532871,,,214,,0,0.05,1.9,0.01,,,,,,,
OR1,1060,SEATS,13,,116,18,2013,12,16,17,59,50,33.94598064,,,212,,0,0.08,1.98,0.01,,,,,,,
OR1,1060,SEATS,13,,116,18,2013,12,16,17,59,80,34.1477806,,,131,,8.71,0.63,9.47,0.1,,,,,,,
OR1,1060,SEATS,13,,116,18,2013,12,16,17,59,100,34.42488892,,,123,,12.03,0.81,13.29,0.03,,,,,,,
OR1,1060,SEATS,13,,116,18,2013,12,16,17,59,150,34.59096841,,,136,,12.39,1.11,17.04,0.01,,,,,,,
OR1,1060,SEATS,13,,116,18,2013,12,16,17,59,200,34.54847257,,,133,,15.6,1.27,25.51,0.01,,,,,,,
OR1,1084,SEATS,1,55D1,116.001,18.001,2014,8,5,3,0,600,34.44162636,,,87,,32.64,2.37,76.8,0.01,,,,,,,
OR1,1084,SEATS,1,,116.001,18.001,2014,8,5,3,0,800,34.50802515,,,85,,33.1,2.57,95.24,0.01,,,,,,,
OR1,1084,SEATS,1,,116.001,18.001,2014,8,5,3,0,1000,34.51582655,,,89,,37.03,2.61,112.23,0.02,,,,,,,
OR1,1084,SEATS,1,,116.001,18.001,2014,8,5,3,0,1200,34.56631304,,,95,,37.46,2.81,130.7,0.02,,,,,,,
OR1,1084,SEATS,1,,116.001,18.001,2014,8,5,3,0,1400,34.59228213,,,98,,37.52,2.78,138.42,0.02,,,,,,,
OR1,1084,SEATS,1,,116.001,18.001,2014,8,5,3,0,1600,34.60605489,,,103,,37.84,2.83,140.97,0.02,,,,,,,
OR1,1084,SEATS,1,,116.001,18.001,2014,8,5,3,0,1800,34.61195777,,,105,,38.21,2.81,143.87,0.03,,,,,,,
OR1,1084,SEATS,1,,116.001,18.001,2014,8,5,3,0,2000,34.62461671,,,107,,38.35,2.74,144.68,0.03,,,,,,,
OR1,1084,SEATS,1,,116.001,18.001,2014,8,5,3,0,2500,34.62612534,,,109,,38.27,2.81,145.23,0.02,,,,,,,
OR1,1084,SEATS,1,,116.001,18.001,2014,8,5,3,0,3000,34.629405,,,114,,38.47,2.79,144.59,0.03,,,,,,,
OR1,1084,SEATS,1,,116.001,18.001,2014,8,5,3,0,3500,34.60356261,,,104,,38.36,2.79,140.38,0.02,,,,,,,
OR1,1084,SEATS,2,55D2,116.0013,17.9997,2014,8,5,8,0,5,33.39507857,,,201,,0,0,2.26,0.01,,0.1,,,,,
OR1,1084,SEATS,2,,116.0013,17.9997,2014,8,5,8,0,10,33.39696986,,,201,,0,0.01,2.29,0.01,,0.11,,,,,
OR1,1084,SEATS,2,,116.0013,17.9997,2014,8,5,8,0,20,33.4768757,,,204,,0,0.01,2.57,0,,0.14,,,,,
OR1,1084,SEATS,2,,116.0013,17.9997,2014,8,5,8,0,50,33.88731392,,,196,,0,0.13,3.63,0.03,,0.29,,,,,
OR1,1084,SEATS,2,,116.0013,17.9997,2014,8,5,8,0,80,34.33037408,,,135,,10.31,0.69,10.04,0.13,,0.19,,,,,
OR1,1084,SEATS,2,,116.0013,17.9997,2014,8,5,8,0,100,34.42865051,,,125,,12.64,0.79,13.26,0.05,,0.12,,,,,
OR1,1084,SEATS,2,,116.0013,17.9997,2014,8,5,8,0,150,34.53457729,,,111,,14.28,1.1,18.76,0.01,,0.01,,,,,
OR1,1084,SEATS,2,,116.0013,17.9997,2014,8,5,8,0,200,34.53752773,,,113,,16.8,1.34,24.69,0.01,,0,,,,,
OR1,1084,SEATS,2,,116.0013,17.9997,2014,8,5,8,0,300,34.46980893,,,112,,23.28,1.65,38.3,0,,,,,,,
OR1,1084,SEATS,2,,116.0013,17.9997,2014,8,5,8,0,400,34.44464106,,,104,,28.85,1.91,50.57,0,,,,,,,
OR1,1084,SEATS,2,,116.0013,17.9997,2014,8,5,8,0,500,34.43815295,,,96,,30.75,1.89,64.79,0,,,,,,,
OR1,1084,SEATS,4,55D4,116,17.9997,2014,8,5,12,0,5,33.40375254,,,200,,0,0,2.45,0,,0.1,,,,,
OR1,1084,SEATS,4,,116,17.9997,2014,8,5,12,0,10,33.40733961,,,202,,0,0.01,2.28,0.01,,0.11,,,,,
OR1,1084,SEATS,4,,116,17.9997,2014,8,5,12,0,20,33.41118764,,,202,,0,0.01,2.3,0.01,,0.12,,,,,
